"Product/Service Name","Variant Name","Quantity on hand","Item type","Single,parent or variant?","Category","SKU","Taxable","Option 1 name","Option 1 value","Option 2 name","Option 2 value","Option 3 name","Option 3 value","Option 4 name","Option 4 value","Option 5 name","Option 5 value","Price","Cost","Income Account","Expense Account","Inventory asset account","Sales Description","Purchase Description","Reorder Point"
"Pillow Block Bearings, UCTB211-35NP","Pillow Block Bearings, UCTB211-35NP",0,"Non-Inventory","Single","Bearings:Tape Base","UCTB211-35 NP","No","","","","","","","","","","",176.49,149.81,"Services","Purchases","","2-3/16 Wide Set Screw Tapped base, Nickel Tapped Base
Customer item: M13272","2-3/16 Wide Set Screw Tapped base, Nickel Tapped Base
Customer item: M13272",
"Pleated Air Filters - 16 x 25 x 2"", MERV 8","Pleated Air Filters - 16 x 25 x 2"", MERV 8",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","","Dust Defense, Pleated HVAC AC Furnace Air Filters Replacement","Dust Defense, Pleated HVAC AC Furnace Air Filters Replacement",
"Power Lock Bushing, PL1-3/8","Power Lock Bushing, PL1-3/8",0,"Non-Inventory","Single","Power Lock","PL1-3/8","No","","","","","","","","","","",64.99,50.06,"Services","Purchases","","1.375 inch ID, 2.365 inch OD
Customer item: M3454","1.375 inch ID, 2.365 inch OD
Customer item: M3454",
"Power Lock, Locking Assembly, C200E-162","Power Lock, Locking Assembly, C200E-162",0,"Non-Inventory","Single","Power Lock","C200E-162","No","","","","","","","","","","",80.49,64.43,"Services","Purchases","","C200 Series, 1.6250 in ID, 2.9528 in OD, 0.9450 in LTB
Customer item: M3452","C200 Series, 1.6250 in ID, 2.9528 in OD, 0.9450 in LTB
Customer item: M3452",
"Power Lock, Locking Assembly, C405E-200, Series C405","Power Lock, Locking Assembly, C405E-200, Series C405",0,"Non-Inventory","Single","Power Lock","C405E-200","No","","","","","","","","","","",259.99,189.47,"Services","Purchases","","Keyless Locking Rigid Coupling - 2 inch Bore, 3.1496 inch OD, 2.9130 inch Length, SS
Customer item: M22530","Keyless Locking Rigid Coupling - 2 inch Bore, 3.1496 inch OD, 2.9130 inch Length, SS
Customer item: M22530",
"Power Transmission, SS 2080-A48","Power Transmission, SS 2080-A48",0,"Non-Inventory","Single",,"2080-A48","No","","","","","","","","","","",689.99,460,"Services","Purchases","","2080A48 X Stock Bore (1-3/16"") Stainless Steel, Min. Bore
Customer item: M3570","2080A48 X Stock Bore (1-3/16"") Stainless Steel, Min. Bore
Customer item: M3570",
"Power Turn Belt BC BELT ASSY 54HS57","Power Turn Belt BC BELT ASSY 54HS57",0,"Non-Inventory","Single","Belt","54HS57","No","","","","","","","","","","",3758,3361.75,"Services","Purchases","","F90 PVOP 289.5L 40T","F90 PVOP 289.5L 40T",
"Power Turn Belts , 48039- 35","Power Turn Belts , 48039- 35",0,"Non-Inventory","Single",,"179863-319107","No","","","","","","","","","","",,,"Services","Purchases","","BC-PRT-BELT-ASSY BELT ASSY 48C39 F35 27T PVOP 90L","BC-PRT-BELT-ASSY BELT ASSY 48C39 F35 27T PVOP 90L",
"Power on (Grey)","Power on (Grey)",0,"Non-Inventory","Single",,"F4S000203","Yes","","","","","","","","","","",4.99,,"Sales","Cost of goods sold","","Specifications:","Specifications:",
"Pulley QS ERW, 65101263","Pulley QS ERW, 65101263",0,"Non-Inventory","Single","Belt:Belt Pulley","65101263","No","","","","","","","","","","",513,436.05,"Services","Purchases","","SG 23 48C39","SG 23 48C39",
"Purolator P312 19.5x34.5x2 inch","Purolator P312 19.5x34.5x2 inch",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","Purchases","","19.5"" x 34.5"" x 2"" MERV 8 AC & Furnace Filters","19.5"" x 34.5"" x 2"" MERV 8 AC & Furnace Filters",
"Pushbutton Enclosure, 8.00 in H, 3 Holes","Pushbutton Enclosure, 8.00 in H, 3 Holes",0,"Non-Inventory","Single",,"E3PBX","No","","","","","","","","","","",224.55,166.84,"Services","Purchases","","Box Metal, Steel Gray (Cover Included)
Size	3PB x 30.5mm
Dimensions: 7.992"" L x 4.016"" W x 4.764"" H
(203.00 mm x 102.00 mm x 121.00 mm)
Thickness: 14 Gauge / 1.9 mm
Ratings: IP65, NEMA 12, 13, UL-508A","Box Metal, Steel Gray (Cover Included)
Size	3PB x 30.5mm
Dimensions: 7.992"" L x 4.016"" W x 4.764"" H
(203.00 mm x 102.00 mm x 121.00 mm)
Thickness: 14 Gauge / 1.9 mm
Ratings: IP65, NEMA 12, 13, UL-508A",
"Q- Belt, 906434 E 8/2 U0/V15 LG-FR BLAC","Q- Belt, 906434 E 8/2 U0/V15 LG-FR BLAC",0,"Non-Inventory","Single","Belt:Conveyor Belt","906434","No","","","","","","","","","","",569.99,469.61,"Services","Purchases","","WDTH: 3' 2-1/4"", COLOR: BLACK, 137"" LG, FOR POSITIVELY TRACKED CONVEYOR, W/(2) NYLON GUIDES
Length 3,480 mm
Width 972 mm","WDTH: 3' 2-1/4"", COLOR: BLACK, 137"" LG, FOR POSITIVELY TRACKED CONVEYOR, W/(2) NYLON GUIDES
Length 3,480 mm
Width 972 mm",
"Quick Disconnect Bushing, SH 1-1/2","Quick Disconnect Bushing, SH 1-1/2",0,"Non-Inventory","Single","Bushing","SH 1-1/2","No","","","","","","","","","","",13.49,8.83,"Services","Purchases","","1-1/2 inch Bore, 2.6875 inch Flange OD, 1.25 inch LTB
Customer item: M18306","1-1/2 inch Bore, 2.6875 inch Flange OD, 1.25 inch LTB
Customer item: M18306",
"Quick-Change Disc Roloc TR, 2″ Dia, 60 Grit, Ceramic Coated","Quick-Change Disc Roloc TR, 2″ Dia, 60 Grit, Ceramic Coated",0,"Non-Inventory","Single",,"F4S000302","Yes","","","","","","","","","","",0.79,,"Sales of Product Income","Cost of goods sold","","Specification:","Specification:",
"REPAIR KIT, BUNA, KEYSTONE FIG., RK-F89-032-N","REPAIR KIT, BUNA, KEYSTONE FIG., RK-F89-032-N",0,"Non-Inventory","Single",,"RK-F89-032-N","No","","","","","","","","","","",194.67,146,"Services","Purchases","","F89U/E-032/33, EE ISV-1101887","F89U/E-032/33, EE ISV-1101887",
"RETURN WHEEL ASSY, 1200290","RETURN WHEEL ASSY, 1200290",0,"Non-Inventory","Single",,"1200290","No","","","","","","","","","","",198.67,149,"Services","Purchases","","SQ 39CW","SQ 39CW",
"ROL-X48609","ROL-X48609",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",203.75,147,"Services","Purchases","","FLAT FACE MILD STEEL
5.000"" DIA. X 0.120"" WALL X 30"" LONG 0.750"" BORE - FOR WELDED
SHAFT
*NO RADIUS ON ROLLER ENDS*
SHAFT - 0.750"" DIAMETER X 35.000"" LONG - 1018 CR
LEFT EXTENSION: 2.5000""
LEFT DRILL AND TAP: 1/4-20 X 1.000"" DEEP
RIGHT EXTENSION: 2.5000""
RIGHT DRILL AND TAP: 1/4-20 X 1.000"" DEEP
PAINT - SW ENAMEL RAL7024
ESTIMATED CAPACITY BASED ON 33"" BEARING CENTERS IS 30
LBS. (1.00 P.I.W.).
CAPACITY IS BASED ON SHAFT DEFLECTION.
*NO RADIUS ON ROLLER ENDS*","FLAT FACE MILD STEEL
5.000"" DIA. X 0.120"" WALL X 30"" LONG 0.750"" BORE - FOR WELDED
SHAFT
*NO RADIUS ON ROLLER ENDS*
SHAFT - 0.750"" DIAMETER X 35.000"" LONG - 1018 CR
LEFT EXTENSION: 2.5000""
LEFT DRILL AND TAP: 1/4-20 X 1.000"" DEEP
RIGHT EXTENSION: 2.5000""
RIGHT DRILL AND TAP: 1/4-20 X 1.000"" DEEP
PAINT - SW ENAMEL RAL7024
ESTIMATED CAPACITY BASED ON 33"" BEARING CENTERS IS 30
LBS. (1.00 P.I.W.).
CAPACITY IS BASED ON SHAFT DEFLECTION.
*NO RADIUS ON ROLLER ENDS*",
"Radial Ball Bearing, 6204.2RSR.C3","Radial Ball Bearing, 6204.2RSR.C3",0,"Non-Inventory","Single",,"6204.2RSR.C3","No","","","","","","","","","","",6.99,4.3,"Services","Purchases","","20 mm (ID) X 47 mm (OD) X 14 mm (Width).
Customer item: M18090","20 mm (ID) X 47 mm (OD) X 14 mm (Width).
Customer item: M18090",
"Radial Shaft Seal, HAR-35X60X7ADL","Radial Shaft Seal, HAR-35X60X7ADL",0,"Non-Inventory","Single","Bearings","HAR-35X60X7ADL","No","","","","","","","","","","",4.49,,"Services","Purchases","","35 mm (ID) X 60 mm (OD) X 7 mm (W).
Customer item: M13158","35 mm (ID) X 60 mm (OD) X 7 mm (W).
Customer item: M13158",
"Radial shaft seal with metal case, CRW1-R","Radial shaft seal with metal case, CRW1-R",0,"Non-Inventory","Single","Seal","CRW1-R","No","","","","","","","","","","",10.99,8,"Services","Purchases","","40mm x 90mm x 8mm, MPL-B640F Rockwell motor
Customer item: M14403","40mm x 90mm x 8mm, MPL-B640F Rockwell motor
Customer item: M14403",
"Rebar","Rebar",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",,,"Services","","",,,
"Rectangular Gear Rack, 24 Pitch, 18"" Length","Rectangular Gear Rack, 24 Pitch, 18"" Length",0,"Non-Inventory","Single","Gear Rack","R2-9, F4S001456","Yes","","","","","","","","","","",9.99,,"Inventory","","","SS303, 20 Degree pressure Angle
Customer Item # M54N",,
"Recycled Cotton T-shirt Cloth Rag 50 lb.","Recycled Cotton T-shirt Cloth Rag 50 lb.",0,"Non-Inventory","Single",,"G4272511","No","","","","","","","","","","",95.8,,"Services","Purchases","","Varies Sizes, Assorted Colors","Varies Sizes, Assorted Colors",
"Reduced Pressure Zone Backflow Preventer Assembly Lead Free","Reduced Pressure Zone Backflow Preventer Assembly Lead Free",0,"Non-Inventory","Single",,"1LF009M2-QT-FS","No","","","","","","","","","","",757.65,567.56,"Services","Purchases","","WATTS 1LF009M2-QT-FS, Dimensions: 1 inch connection, Material: Lead-free, Valves: 1/4 turn shutoff","WATTS 1LF009M2-QT-FS, Dimensions: 1 inch connection, Material: Lead-free, Valves: 1/4 turn shutoff",
"Repair Kit","Repair Kit",0,"Non-Inventory","Single",,"198935501790037","No","","","","","","","","","","",401,301,"Services","Purchases","","REPAIR KIT, KEYSTONE TYPE 790-501/502
ACTUATOR
C/W O-RINGS, GREASE, BEARINGS, CIRCLIP
& AIR PASSAGE SEAL","REPAIR KIT, KEYSTONE TYPE 790-501/502
ACTUATOR
C/W O-RINGS, GREASE, BEARINGS, CIRCLIP
& AIR PASSAGE SEAL",
"Right Angle Bevel Speed Reducer, 0220-00308-004","Right Angle Bevel Speed Reducer, 0220-00308-004",0,"Non-Inventory","Single",,"0220-00308-004, AD2 1/1 C,F SP","No","","","","","","","","","","",849.99,670,"Services","Purchases","","AD2 Series, Spiral Gear Type, AD2 Reducer Size, Single, 1:1 Ratio, Left or Right Hand Output Direction, 0.6245 inch Input Dia., Solid Shaft Input, 0.6245 inch Output Dia
Customer item: M25","AD2 Series, Spiral Gear Type, AD2 Reducer Size, Single, 1:1 Ratio, Left or Right Hand Output Direction, 0.6245 inch Input Dia., Solid Shaft Input, 0.6245 inch Output Dia
Customer item: M25",
"Right Angle Bevel Speed Reducer, 0220-00833-150","Right Angle Bevel Speed Reducer, 0220-00833-150",0,"Non-Inventory","Single",,"0220-00833-150, 150 2/1 GG SP","No","","","","","","","","","","",,,"Services","Purchases","","50 Series, Spiral Gear Type, 150 Reducer Size, Single, 2:1 Ratio, Double Output Direction, 1 inch Input Dia., Solid Shaft Input, 1 inch Output Dia
Customer item: M6315","50 Series, Spiral Gear Type, 150 Reducer Size, Single, 2:1 Ratio, Double Output Direction, 1 inch Input Dia., Solid Shaft Input, 1 inch Output Dia
Customer item: M6315",
"Right Angle Drive, 02-20-00302-004","Right Angle Drive, 02-20-00302-004",0,"Non-Inventory","Single",,"02-20-00302-004","No","","","","","","","","","","",818.75,655,"Services","Purchases","","Model AD2, Style D or E, Ratio 1 : 1
Customer item: M3481","Model AD2, Style D or E, Ratio 1 : 1
Customer item: M3481",
"Rod Wiper 940-13","Rod Wiper 940-13",0,"Non-Inventory","Single",,"940-13","No","","","","","","","","","","",,,"Services","","","1.25 x 1.528 x 0.104 AN Style Polyuretha",,
"Rohent Backup Camera Wireless HD1080P","Rohent Backup Camera Wireless HD1080P",0,"Non-Inventory","Single",,,"Yes","","","","","","","","","","",,,"Services","Purchases","","2 Cameras with 7 Inch Touch Key DVR Monitor Stable Digital Signals Rear View Camera System IP69K Waterproof Pigtail Wire Adapter","2 Cameras with 7 Inch Touch Key DVR Monitor Stable Digital Signals Rear View Camera System IP69K Waterproof Pigtail Wire Adapter",
"Roller Chain Sprocket, 40-B18SS","Roller Chain Sprocket, 40-B18SS",0,"Non-Inventory","Single","Sprocket","40-B18SS","No","","","","","","","","","","",55.99,37.55,"Services","Purchases","","40 / 1/2 inch, 18 Teeth, 0.625 inch Stock Bore, Stainless Steel Material
Customer item: M13019","40 / 1/2 inch, 18 Teeth, 0.625 inch Stock Bore, Stainless Steel Material
Customer item: M13019",
"Roller Chain Sprocket, 40A16","Roller Chain Sprocket, 40A16",0,"Non-Inventory","Single","Sprocket","40A16","No","","","","","","","","","","",60.99,48.75,"Services","Purchases","","40 ½ inch, 5/8 inch Bore , 16 Teeth, Stainless Steel
Customer item: M6669","40 ½ inch, 5/8 inch Bore , 16 Teeth, Stainless Steel
Customer item: M6669",
"Roller Chain Sprocket, 40A18SS","Roller Chain Sprocket, 40A18SS",0,"Non-Inventory","Single","Sprocket","40A18SS","No","","","","","","","","","","",52.49,39.75,"Services","Purchases","","Tooth Count: 18, Material: 304 Stainless Steel, Outside Diameter: 3.140 inch, Stock Bore: 5/8 inch
Customer item: M13018","Tooth Count: 18, Material: 304 Stainless Steel, Outside Diameter: 3.140 inch, Stock Bore: 5/8 inch
Customer item: M13018",
"Roller Chain Sprocket, 40B14","Roller Chain Sprocket, 40B14",0,"Non-Inventory","Single","Sprocket","Z1B40-014-.50","No","","","","","","","","","","",49.99,28.15,"Services","Purchases","","40 ½ inch, 4 Teeth, ½ inch Stock Bore, Stainless Steel 
Customer item: M7122","40 ½ inch, 4 Teeth, ½ inch Stock Bore, Stainless Steel 
Customer item: M7122",
"Roller Chain Sprocket, 40B16SS PITCH","Roller Chain Sprocket, 40B16SS PITCH",0,"Non-Inventory","Single","Sprocket","40B16SS","No","","","","","","","","","","",55.99,42.15,"Services","Purchases","","40 TEETH: 16 Bore: Minimum Plain Bore
Customer item: M659","40 TEETH: 16 Bore: Minimum Plain Bore
Customer item: M659",
"Roller Chain Sprocket, 40B24 SS","Roller Chain Sprocket, 40B24 SS",0,"Non-Inventory","Single","Sprocket","40B24 SS","No","","","","","","","","","","",111.99,88.12,"Services","Purchases","","40- 1/2 inch, B Hub, 24 Teeth, 0.625 inch Stock Bore, Stainless Steel Material
Customer item: M8161","40- 1/2 inch, B Hub, 24 Teeth, 0.625 inch Stock Bore, Stainless Steel Material
Customer item: M8161",
"Roller Chain Sprocket, 50-A32 SS","Roller Chain Sprocket, 50-A32 SS",0,"Non-Inventory","Single","Sprocket","50-A32 SS","No","","","","","","","","","","",182.99,125,"Services","Purchases","","50 / 5/8 in, A Hub, 32 Teeth, Stainless Steel Material
Customer item: M656","50 / 5/8 in, A Hub, 32 Teeth, Stainless Steel Material
Customer item: M656",
"Roller Chain Sprocket, 50-B12 SS","Roller Chain Sprocket, 50-B12 SS",0,"Non-Inventory","Single","Sprocket","50-B12 SS","No","","","","","","","","","","",57.99,46.5,"Services","Purchases","","50 / 5/8 inch, B Hub, 12 Teeth, Stainless Steel Material
Customer item: M11469","50 / 5/8 inch, B Hub, 12 Teeth, Stainless Steel Material
Customer item: M11469",
"Roller Chain Sprocket, 50-B24","Roller Chain Sprocket, 50-B24",0,"Non-Inventory","Single","Sprocket","50-B24","No","","","","","","","","","","",35.99,13.5,"Services","Purchases","","50 / 5/8 inch, B Hub, 24 Teeth, Steel Material
Customer item: M3571","50 / 5/8 inch, B Hub, 24 Teeth, Steel Material
Customer item: M3571",
"Roller Chain Sprocket, 50B24SS","Roller Chain Sprocket, 50B24SS",0,"Non-Inventory","Single","Sprocket","50B24SS","No","","","","","","","","","","",189.99,145,"Services","Purchases","","50 Chain Number, 1 Strand, 24 Teeth, 2 inch Maximum Bore
Customer item: M19438","50 Chain Number, 1 Strand, 24 Teeth, 2 inch Maximum Bore
Customer item: M19438",
"Roller Chain Sprocket, 50B32","Roller Chain Sprocket, 50B32",0,"Non-Inventory","Single","Sprocket","50B32","No","","","","","","","","","","",35.99,19,"Services","Purchases","","50- 5/8 inch, 32 Teeth, 0.75 inch Stock Bore, Steel Material
Customer item: M7129","50- 5/8 inch, 32 Teeth, 0.75 inch Stock Bore, Steel Material
Customer item: M7129",
"Roller Chain Sprocket, 60SDS21","Roller Chain Sprocket, 60SDS21",0,"Non-Inventory","Single","Sprocket","60SDS21","No","","","","","","","","","","",47.99,31.48,"Services","Purchases","","Bushing Bore, 60 chain size 3/4 inch, 21 Teeth, SDS Bushing, Steel Material
Customer item: M18301","Bushing Bore, 60 chain size 3/4 inch, 21 Teeth, SDS Bushing, Steel Material
Customer item: M18301",
"Roller Chain Sprocket, D60B36","Roller Chain Sprocket, D60B36",0,"Non-Inventory","Single","Sprocket","D60B36","No","","","","","","","","","","",251.99,85,"Services","Purchases","","60 Chain, Stock Bore, 36 Teeth, 8.605 inch Pitch Dia., Steel
Customer item: M3509","60 Chain, Stock Bore, 36 Teeth, 8.605 inch Pitch Dia., Steel
Customer item: M3509",
"Roller Chain, # 25","Roller Chain, # 25",0,"Non-Inventory","Single","Chain","# 25","No","","","","","","","","","","",24.99,10,"Services","Purchases","","Single Strand, SS, 10 ft
Customer item: M12825","Single Strand, SS, 10 ft
Customer item: M12825",
"Rough Top Belt, B107000452, 36 inch","Rough Top Belt, B107000452, 36 inch",0,"Non-Inventory","Single","Belt","B107000452","No","","","","","","","","","","",25.69,20.55,"Services","Purchases","","36in Wide Open Ends","36in Wide Open Ends",
"Rubber Lagging Roller, 38 X 9","Rubber Lagging Roller, 38 X 9",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",610,488.7,"Services","Purchases","","FDP 08X 38 XT 25 With lagging to equal 9” OD","FDP 08X 38 XT 25 With lagging to equal 9” OD",
"Rubber Wheel Chock","Rubber Wheel Chock",0,"Non-Inventory","Single",,"51380723","No","","","","","","","","","","",,,"Services","Purchases","","Type E","Type E",
"SAE Head Coupler (Female)","SAE Head Coupler (Female)",0,"Non-Inventory","Single",,"SWIV-BHC","No","","","","","","","","","","",121,90.75,"Services","Purchases","","SWIV-BHC
90 Degree Swivel Button
Dimensions: 3 × 1 × 1 in
Material: Zinc plated corrosion resistant steel
Product Type: Swivel (Push-On) (female)
Thread: 1/8"" NPTF(female)
For Use With: 5/8"" Headed Fittings
Working Pressure (psi): 3000","SWIV-BHC
90 Degree Swivel Button
Dimensions: 3 × 1 × 1 in
Material: Zinc plated corrosion resistant steel
Product Type: Swivel (Push-On) (female)
Thread: 1/8"" NPTF(female)
For Use With: 5/8"" Headed Fittings
Working Pressure (psi): 3000",
"SECO SV 1040 D 00X INXX","SECO SV 1040 D 00X INXX",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",4899.99,3920,"Services","Purchases","","SECO SV 1040 D 00X INXX
1,25kW 3x230/400V 50Hz IE3 
1,25kW 3x200-242/346-420V 50Hz 
1,25kW 3x265/460V 60Hz IE3 
1,25kW 3x200-277/346-480V 60Hz 
1500/1800rpm size 90 IP55 Is.Cl.F 
Certificate: cURus 
Radial fan 
Stage with vanes ZIRKON 
Locking plug 
Silencer with non-return valve 
Mounting with hood 
Vacuum regulating valve 
Name plate SECO 
With label ""VacuumApp""","SECO SV 1040 D 00X INXX
1,25kW 3x230/400V 50Hz IE3 
1,25kW 3x200-242/346-420V 50Hz 
1,25kW 3x265/460V 60Hz IE3 
1,25kW 3x200-277/346-480V 60Hz 
1500/1800rpm size 90 IP55 Is.Cl.F 
Certificate: cURus 
Radial fan 
Stage with vanes ZIRKON 
Locking plug 
Silencer with non-return valve 
Mounting with hood 
Vacuum regulating valve 
Name plate SECO 
With label ""VacuumApp""",
"SEW EURODRIVE SA47 DRN80MK4/BE1HR","SEW EURODRIVE SA47 DRN80MK4/BE1HR",0,"Non-Inventory","Single","Motor:Gear Motor","DRN80MK4/BE1HR","No","","","","","","","","","","",1750,1486,"Services","Purchases","","1745/162 RPM, 10.80/finite, 230/460V Helical Worm Gearmotor","1745/162 RPM, 10.80/finite, 230/460V Helical Worm Gearmotor",
"SEW Eurodrive BE5B","SEW Eurodrive BE5B",0,"Non-Inventory","Single","Motor","BE5B","No","","","","","","","","","","",,,"Services","Purchases","","Electric Motor Brake, 230 VAC, 55 Nm","Electric Motor Brake, 230 VAC, 55 Nm",
"SEW Eurodrive, BMK 1.5, 8264635","SEW Eurodrive, BMK 1.5, 8264635",0,"Non-Inventory","Single","Brake","8264635","No","","","","","","","","","","",242,182,"Services","Clearly Better Business Checking (7248) - 1","","BRAKE RECTIFIER, 1.5AMP, 24VDC, 150-500VAC","BRAKE RECTIFIER, 1.5AMP, 24VDC, 150-500VAC",
"SEW Eurodrive, KESAF37 AESM143","SEW Eurodrive, KESAF37 AESM143",0,"Non-Inventory","Single","Motor","KESAF37 AESM143","No","","","","","","","","","","",4258.5,3407,"Services","Purchases","","SO# 87.7435315101.0002.17.10
Ratio: 3.98
Oil: FUCHS GL460","SO# 87.7435315101.0002.17.10
Ratio: 3.98
Oil: FUCHS GL460",
"SEW-EURODRIVE, R47AM56","SEW-EURODRIVE, R47AM56",0,"Non-Inventory","Single","Reducer","R47AM56","No","","","","","","","","","","",1000,750,"Services","Purchases","","GEARBOX","GEARBOX",
"SH1.250C18KEYX10","SH1.250C18KEYX10",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",15.14,12.11,"Services","Purchases","","1-1/4"" DIA 1018 CD TRUKEY SHAFTING, 1/4"" X 1/8"" KEYWAY
2 BARS X 10 FT MIN LENGTH","1-1/4"" DIA 1018 CD TRUKEY SHAFTING, 1/4"" X 1/8"" KEYWAY
2 BARS X 10 FT MIN LENGTH",
"SH1.438C18KEYX10","SH1.438C18KEYX10",0,"Non-Inventory","Single",,,"No","","","","","","","","","","",37.7,13.16,"Services","Purchases","","1-7/16"" DIA 1018 CD TRUKEY SHAFTING, 3/8"" X 3/16"" KEYWAY
4 BARS X 10 FT MIN LENGTH","1-7/16"" DIA 1018 CD TRUKEY SHAFTING, 3/8"" X 3/16"" KEYWAY
4 BARS X 10 FT MIN LENGTH",
"SH1.688C18KEY","SH1.688C18KEY",0,"Non-Inventory","Single",,"SH1.688C18KEY","No","","","","","","","","","","",27.36,21.89,"Services","Purchases","","1-11/16 DIA 1018 CD TRUKEY SHAFTING, 3/8"" X 3/16"" KEYWAY
2 BARS X 10 FT MIN LENGTH","1-11/16 DIA 1018 CD TRUKEY SHAFTING, 3/8"" X 3/16"" KEYWAY
2 BARS X 10 FT MIN LENGTH",
"SH1.688C18KEYX12","SH1.688C18KEYX12",0,"Non-Inventory","Single",,"SH1.688C18KEYX12","No","","","","","","","","","","",23.26,18.61,"Services","Purchases","","1-11/16 DIA 1018 CD TRUKEY SHAFTING, 3/8"" X 3/16"" KEYWAY
2 BARS X 12 FT MIN LENGTH","1-11/16 DIA 1018 CD TRUKEY SHAFTING, 3/8"" X 3/16"" KEYWAY
2 BARS X 12 FT MIN LENGTH",
"SKF 6307/C3","SKF 6307/C3",0,"Non-Inventory","Single","Bearings","6307/C3","No","","","","","","","","","","",44.28,35.42,"Services","Purchases","","Radial/Deep Groove Ball Bearing - Straight Bore, 35 mm ID, 80 mm OD, 21 mm Width, Open, Without Snap Ring","Radial/Deep Groove Ball Bearing - Straight Bore, 35 mm ID, 80 mm OD, 21 mm Width, Open, Without Snap Ring",
"SKF 6318/S1","SKF 6318/S1",0,"Non-Inventory","Single","Bearings:Ball Bearing","6318/S1","No","","","","","","","","","","",689.99,450,"Services","Purchases","","90x190x43mm 
Single Row Deep Groove Ball Bearing
Metric, Bearing, Bearing Steel, Open (No Seal), Normal Clearance (Cn)","90x190x43mm 
Single Row Deep Groove Ball Bearing
Metric, Bearing, Bearing Steel, Open (No Seal), Normal Clearance (Cn)",
"SL-ABG-002B","SL-ABG-002B",0,"Non-Inventory","Single",,"SL-ABG-002B","No","","","","","","","","","","",2.99,0.3576,"Services","Purchases","","HARDNESS 70, 5 (SHORE A) VITON METAL DETECTABLE DUROMETER 70
DIMS: ø2.528x","HARDNESS 70, 5 (SHORE A) VITON METAL DETECTABLE DUROMETER 70
DIMS: ø2.528x",
"SL-ACF-322E","SL-ACF-322E",0,"Non-Inventory","Single",,"SL-ACF-322E","No","","","","","","","","","","",,,"Services","","","GROMMET, CARRIER,  Viton ø3.16x.211",,
"SL-AM-171B","SL-AM-171B",0,"Non-Inventory","Single",,"SL-AM-171B","No","","","","","","","","","","",,,"Services","","","HANDLE SS 316, C-C 4"", #8-32 MOUNTING",,
"SLOAN Manual Flush Valve","SLOAN Manual Flush Valve",0,"Non-Inventory","Single",,"REGAL 111 XL","No","","","","","","","","","","",,,"Services","Purchases","","Exposed, Top, 1.6 gpf Gallons per Flush, 11 1/2 in Rough-In","Exposed, Top, 1.6 gpf Gallons per Flush, 11 1/2 in Rough-In",
"SOLENOID VALVE, 3/4-WAY, SVV-120-VAC-N4","SOLENOID VALVE, 3/4-WAY, SVV-120-VAC-N4",0,"Non-Inventory","Single",,"SVV-120-VAC-N4","No","","","","","","","","","","",213.33,160,"Services","Purchases","","120VAC, NEMA 4 ENCLOSURE","120VAC, NEMA 4 ENCLOSURE",
"SR10-2RS Ball Bearing","SR10-2RS Ball Bearing",0,"Non-Inventory","Single","Bearings:Ball Bearing","F4S000600","No","","","","","","","","","","",7.49,,"Services","","","1.375""OD X 0.625""ID X 11/32""W, SS
Customer Item # M741",,
"SR12-2RS Ball Bearing","SR12-2RS Ball Bearing",0,"Non-Inventory","Single","Bearings:Ball Bearing","F4S000603","No","","","","","","","","","","",7.99,,"Services","","","1-5/8""OD x ¾""ID x 7/16""W,  SS
Customer Item # M662",,
"SR14-2RS Ball Bearing","SR14-2RS Ball Bearing",0,"Non-Inventory","Single","Bearings:Ball Bearing","F4S000602","No","","","","","","","","","","",11.99,,"Services","","","1-7/8 inch OD x 7/8 inch ID x ½ inch W
Customer Item # M668",,
"SR16-2RS Ball Bearing","SR16-2RS Ball Bearing",0,"Non-Inventory","Single","Bearings:Ball Bearing","F4S000604","No","","","","","","","","","","",11.99,,"Services","","","1 inch ID x 2 inch OD x 1/2 inch W
Customer Item # M494",,
"SR20-2RS Ball Bearing","SR20-2RS Ball Bearing",0,"Non-Inventory","Single","Bearings:Ball Bearing","F4S000601","No","","","","","","","","","","",16.99,,"Services","","","2¼""OD x 1¼""ID x ½""W
Customer Item # M8380",,
"STAINLESS STEEL SPROCKET APPLICATOR 40013924","STAINLESS STEEL SPROCKET APPLICATOR 40013924",0,"Non-Inventory","Single","Sprocket","81052790/ 40013924","No","","","","","","","","","","",279.99,219.2,"Services","Purchases","","CLA SS Appl. 80/16B Sprocket/Pinion M1
Customer item: M22844","CLA SS Appl. 80/16B Sprocket/Pinion M1",
"STOP Red Legend Plate","STOP Red Legend Plate",0,"Non-Inventory","Single",,"F4S000206","Yes","","","","","","","","","","",6.99,,"Sales of Product Income","Cost of goods sold","","Specification:","Specification:",
"SW LIMIT 2 STEP 3742736","SW LIMIT 2 STEP 3742736",0,"Non-Inventory","Single",,"3742736","No","","","","","","","","","","",,,"Services","Purchases","","Lower Canopy Limit","Lower Canopy Limit",
